taxa;Taxon;Pathogen;Pathogenicity;Origin;Origin_verbatim;Origin_verbatim;Origin_details;;;"""=SE(CONTA.SE(G:G; J13)=0; ""NUOVO""; """")""";DATI FILTRA NUOVO - COPIA;
;Candidatus Scalindua;N;N;E;Environmental;Marine Sediment;Anammox bacteria;;;;;
;Candidatus Soleaferrea;N;N;E;Environmental;Animal gut;Host-associated gut bacterium;;;;;
;Candidatus Solibacter;N;N;E;Environmental;Soil;Acidobacteria in soil;;;;;
;Candidatus Spechtbacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Spiroplasma;N;N;E;Environmental;Insect, Host organism;Symbiont, pathogen;;;;;
;Candidatus Staskawiczbacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Stoquefichus;N;N;W;Anthropogenic;Wastewater;WWTP-associated bacterium;;;;;
;Candidatus Symbiobacter;N;N;E;Environmental;Soil;Soil symbiont or cohabitant;;;;;
;Candidatus Tenderia;N;N;E;Environmental;Marine biofilms;Marine environmental bacterium;;;;;
;Candidatus Terrybacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Thiobios;N;N;E;Environmental;Marine Sediment;Sulfur-oxidizing bacterium;;;;;
;Candidatus Thiodiazotropha;N;N;E;Environmental;Marine Sediment;Sulfur-oxidizing, nitrogen-fixing symbiont;;;;;
;Candidatus Thiodictyon syntrophicum;N;N;E;Environmental;Marine Sediment;Sulfur-oxidizing phototrophic bacterium;;;;;
;Candidatus Thiophysa;N;N;E;Environmental;Marine Sediment;Sulfur-oxidizing bacterium;;;;;
;Candidatus Thiosymbion;N;N;E;Environmental;Marine invertebrate Host organism;Symbiont of marine worm;;;;;
;Candidatus Trichorickettsia;N;N;E;Environmental;Paramecium Host organism;Protozoan endosymbiont;;;;;
;Candidatus Turbabacter;N;N;E;Environmental;Animal gut;Host-associated gut bacterium;;;;;
;Candidatus Udaeobacter;N;N;E;Environmental;Soil;Widespread soil bacterium;;;;;
;Candidatus Uhrbacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Vogelbacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Woesebacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Wolfebacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Woykebacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Xenohaliotis;N;N;E;Environmental;Marine invertebrate Host organism;Symbiont of abalone;;;;;
;Candidatus Xiphinematobacter;N;N;E;Environmental;Nematode Host organism;Plant-parasitic nematode symbiont;;;;;
;Candidatus Yanofskybacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Yonathbacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidatus Zambryskibacteria;N;N;E;Environmental;Sediment;Environmental candidate phylum;;;;;
;Candidimonas;N;N;O;Ubiquitous;Soil, Water;Environmental, anthropogenic;;;;;
;Caproiciproducens;N;N;W;Anthropogenic;Anaerobic sludge;Fermentative bacterium in WWTP;;;;;
;Carboxylicivirga;N;N;E;Environmental;Marine Sediment;Environmental bacterium;;;;;
;Cardiobacteriaceae;N;N;E;Environmental;Animal, Host organism;Host-associated;;;;;
;Cardiobacteriales;N;N;E;Environmental;Animal, Host organism;Host-associated;;;;;
;Cardiobacterium;N;N;E;Environmental;Animal, Host organism;Pathogen, symbiont;;;;;
;Carnobacteriaceae;N;N;O;Ubiquitous;Food, meat, Water;Found naturally, in food production;;;;;
;Carnobacterium;N;N;O;Ubiquitous;Food, Water;Natural, food-associated;;;;;
;Caryophanon;N;N;E;Environmental;Soil, Water;Environmental bacterium;;;;;
;Castellaniella;N;N;O;Ubiquitous;Soil, Water;Environmental, human-impacted habitats;;;;;
;Catellatospora;N;N;E;Environmental;Soil;Soil actinobacterium;;;;;
;Catellicoccus;N;N;E;Environmental;Bird gut;Host-associated gut bacterium;;;;;
;Catenibacterium;N;N;W;Anthropogenic;Human, Gut;Human gut microbiome;;;;;
;Catenisphaera;N;N;W;Anthropogenic;Anaerobic sludge;Wastewater-associated;;;;;
;Catenococcus;N;N;E;Environmental;Marine;Marine environmental bacterium;;;;;
;Catenovulum;N;N;E;Environmental;Marine;Marine environmental bacterium;;;;;
;Catenulispora;N;N;E;Environmental;Soil;Soil actinobacterium;;;;;
;Catonella;N;N;W;Anthropogenic;Human, Oral;Oral microbiome;;;;;
G;Caulobacter;PP;1;E;Environmental;Freshwater;Aquatic stalked bacteria;;;;;
S;Caulobacter sp 32 67 35;N;1;E;Environmental;Freshwater;Aquatic stalked bacteria;;;;;
;Caulobacteraceae;N;N;E;Environmental;Freshwater;Environmental family;;;;;
;Caulobacteraceae PMMR1;N;N;E;Environmental;Freshwater;Environmental family;;;;;
;Caulobacterales;N;N;E;Environmental;Freshwater;Environmental order;;;;;
;Cavicella;N;N;E;Environmental;Soil, Water;Environmental bacterium;;;;;
;Cedecea;N;N;O;Ubiquitous;Human, Gut, Water;Opportunistic pathogen, environmental isolate;;;;;
;Celeribacter;N;N;E;Environmental;Marine;Environmental marine bacterium;;;;;
G;Celerinatantimonas;PP;1;E;Environmental;Marine;Marine environmental bacterium;;;;;
;Cellulomonadaceae;N;N;E;Environmental;Soil;Soil actinobacteria;;;;;
;Cellulomonas;N;N;E;Environmental;Soil;Soil actinobacterium, decomposer;;;;;
;Cellulophaga;N;N;E;Environmental;Marine;Marine algae-associated bacterium;;;;;
;Cellulosilyticum;N;N;W;Anthropogenic;Anaerobic sludge, gut;Fermentative, found in WWTP, gut;;;;;
;Cellulosimicrobium;N;N;O;Ubiquitous;Soil, Clinical;Environmental, opportunistic pathogen;;;;;
;Cellvibrio;N;N;E;Environmental;Soil, Freshwater;Decomposer of polysaccharides;;;;;
S;Cellvibrio fibrivorans;N;1;E;Environmental;Soil;Plant-associated decomposer;;;;;
;Cellvibrionaceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Centipeda;P;2;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
;Cephaloticoccus;N;N;E;Environmental;Ant gut;Ant symbiont;;;;;
;Cerasibacillus;N;N;E;Environmental;Soil;Environmental soil bacterium;;;;;
;Cerasicoccus;N;N;E;Environmental;Marine Sediment;Marine environmental bacterium;;;;;
;Cereibacter;N;N;E;Environmental;Marine;Marine environmental bacterium;;;;;
G;Cetobacterium;PP;1;E;Environmental;Fish gut;Host-associated gut bacterium;;;;;
;Cetobacterium ceti;P;2;E;Environmental;Marine mammal gut;Host-associated gut bacterium;;;;;
S;Cetobacterium somerae;N;1;E;Environmental;Fish, Gut;Host-associated gut bacterium;;;;;
;Chachezhania;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Chalicogloea CCALA 975;N;N;E;Environmental;Freshwater;Environmental freshwater bacterium;;;;;
;Chamaesiphon PCC-7430;N;N;E;Environmental;Freshwater;Cyanobacterium in freshwater;;;;;
;Changchengzhania;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Chelatococcus;N;N;O;Ubiquitous;Soil, Water;Environmental, occasionally human-impacted;;;;;
;Chelonobacter;N;N;E;Environmental;Marine;Marine environmental bacterium;;;;;
;Chitinibacter;N;N;E;Environmental;Soil, Freshwater;Decomposer of chitin;;;;;
;Chitinibacteraceae;N;N;E;Environmental;Soil, Freshwater;Environmental family;;;;;
;Chitinimonas;N;N;E;Environmental;Soil, Freshwater;Chitin-degrading environmental bacterium;;;;;
;Chitinispirillaceae BBMC-4;N;N;E;Environmental;Soil;Environmental family;;;;;
;Chitinispirillaceae MAT-CR-H6-H10;N;N;E;Environmental;Soil;Environmental family;;;;;
;Chitinispirillaceae SBYC;N;N;E;Environmental;Soil;Environmental family;;;;;
;Chitinispirillaceae TG3;N;N;E;Environmental;Soil;Environmental family;;;;;
;Chitinispirillum;N;N;E;Environmental;Soil;Chitin-degrading bacterium;;;;;
;Chitinivibrio;N;N;O;Ubiquitous;Anaerobic sludge;Found in sediments, WWTP;;;;;
;Chitinivibrionaceae possible genus 03;N;N;O;Ubiquitous;Anaerobic sludge;Sediment, WWTP-associated family;;;;;
;Chitinivibrionia;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Chitinivorax;N;N;E;Environmental;Soil, Freshwater;Chitin-degrading bacterium;;;;;
;Chitinophaga;N;N;E;Environmental;Soil;Soil decomposer;;;;;
;Chitinophagaceae;N;N;E;Environmental;Soil, Freshwater;Environmental family;;;;;
;Chitinophagaceae bacterium BSSC1;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chitinophagaceae UTBCD1;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chitinophagales;N;N;E;Environmental;Soil, Freshwater;Environmental order;;;;;
;Chitinophagales 37-13;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chlamydia;N;N;E;Environmental;Animal, Host organism;Pathogen, host-associated;;;;;
;Chlamydiaceae;N;N;E;Environmental;Animal, Host organism;Pathogen family;;;;;
;Chlamydiae;N;N;E;Environmental;Animal, Host organism;Pathogenic or symbiotic;;;;;
;Chlamydiae LD1-PA32;N;N;E;Environmental;Environment, Host organism;Some environmental symbionts;;;;;
;Chlamydiales;N;N;E;Environmental;Animal, Host organism;Pathogenic or symbiotic;;;;;
;Chlamydiales cvE6;N;N;E;Environmental;Animal, Host organism;Host-associated;;;;;
;Chlamydiia;N;N;E;Environmental;Animal, Host organism;Pathogen;;;;;
;Chlamydiia LD1-PA32;N;N;E;Environmental;Environment, Host organism;Some environmental symbionts;;;;;
;Chlorobaculum;N;N;E;Environmental;Freshwater;Green sulfur bacterium;;;;;
S;Chlorobaculum limnaeum;N;1;E;Environmental;Freshwater;Photosynthetic environmental bacterium;;;;;
;Chlorobiaceae;N;N;E;Environmental;Freshwater;Environmental family;;;;;
;Chlorobium;N;N;E;Environmental;Freshwater;Green sulfur bacterium;;;;;
;Chlorobium ferrooxidans;N;N;E;Environmental;Freshwater, Sediment;Environmental bacterium;;;;;
;Chlorobium limicola;N;N;E;Environmental;Freshwater, Sediment;Environmental bacterium;;;;;
;Chloroflexaceae;N;N;E;Environmental;Soil, Sediment;Environmental family;;;;;
;Chloroflexaceae FFCH7168;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chloroflexales;N;N;E;Environmental;Soil, Sediment;Environmental order;;;;;
;Chloroflexi;N;N;E;Environmental;Soil, Sediment;Environmental phylum;;;;;
;Chloroflexi 1-20;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chloroflexi A4b;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi AD3;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chloroflexi C0119;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi C10-SB1A;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi Gitt-GS-136;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi JG30-KF-CM45;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chloroflexi JG30-KF-CM66;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chloroflexi KD4-96;N;N;E;Environmental;Soil, Sediment;Environmental isolate;;;;;
;Chloroflexi N9D0;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi OLB14;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi P2-11E;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi RBG-13-54-9;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi S085;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi SBR1031;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi SHA-26;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi SJA-15;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexi SL56 marine group;N;N;E;Environmental;Marine;Marine environmental bacterium;;;;;
;Chloroflexi TK10;N;N;E;Environmental;Soil, Sediment;Environmental isolate;;;;;
;Chloroflexi TK17;N;N;E;Environmental;Soil, Sediment;Environmental isolate;;;;;
;Chloroflexi TK30;N;N;E;Environmental;Soil, Sediment;Environmental isolate;;;;;
;Chloroflexi UTCFX1;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexia;N;N;E;Environmental;Soil, Sediment;Environmental class;;;;;
;Chloroflexia Elev-1554;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexota;N;N;E;Environmental;Soil, Sediment;Environmental phylum;;;;;
;Chloroflexota Gitt-GS-136;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexota JG30-KF-CM66;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chloroflexota KD4-96;N;N;E;Environmental;Soil, Sediment;Environmental isolate;;;;;
;Chloroflexota MVP-21;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chloroflexota N9D0;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexota OLB14;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexota P2-11E;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexota SHA-26;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Chloroflexota TK10;N;N;E;Environmental;Soil, Sediment;Environmental isolate;;;;;
;Chloroflexota TK17;N;N;E;Environmental;Soil, Sediment;Environmental isolate;;;;;
;Chloroflexota TK30;N;N;E;Environmental;Soil, Sediment;Environmental isolate;;;;;
;Christensenellaceae;N;N;W;Anthropogenic;Human, Gut;Human gut microbiome family;;;;;
;Christensenellaceae R-7 group;N;N;W;Anthropogenic;Human, Gut;Human gut microbiome;;;;;
;Chromatiaceae;N;N;E;Environmental;Water Sediment;Sulfur bacteria;;;;;
;Chromatiales;N;N;E;Environmental;Water Sediment;Environmental order;;;;;
;Chromatocurvus;N;N;E;Environmental;Marine;Environmental bacterium;;;;;
;Chromobacteriaceae;N;N;O;Ubiquitous;Soil, Water;Environmental, opportunistic;;;;;
;Chromohalobacter;N;N;E;Environmental;Marine, saline soils;Halophilic bacterium;;;;;
;Chroococcidiopsaceae;N;N;E;Environmental;Arid soils, rocks;Cyanobacteria, extremophiles;;;;;
;Chroococcidiopsis PCC 7203;N;N;E;Environmental;Desert rocks;Extremophile cyanobacterium;;;;;
;Chroococcidiopsis PCC-6712;N;N;E;Environmental;Desert rocks;Cyanobacterium, extreme habitats;;;;;
;Chryseobacterium;P;2;O;Ubiquitous;Soil, Water, Clinical;Environmental, opportunistic pathogen;;;;;
S;Chryseobacterium chaponense;N;1;E;Environmental;Soil;Environmental isolate;;;;;
;Chryseobacterium hominis;P;2;W;Anthropogenic;Human Clinical;Opportunistic pathogen;;;;;
;Chryseoglobus;N;N;E;Environmental;Marine;Environmental bacterium;;;;;
;Chryseolinea;N;N;E;Environmental;Soil, Freshwater;Environmental isolate;;;;;
;Chryseomicrobium;N;N;E;Environmental;Soil, compost;Environmental bacterium;;;;;
;Chryseotalea;N;N;E;Environmental;Soil, Freshwater;Environmental isolate;;;;;
;Chthoniobacter;N;N;E;Environmental;Soil;Decomposer in soils;;;;;
;Chthoniobacteraceae;N;N;E;Environmental;Soil;Environmental family;;;;;
;Chthoniobacteraceae LD29;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chthoniobacterales;N;N;E;Environmental;Soil;Environmental order;;;;;
;Chthoniobacterales 01D2Z36;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Chthonobacter;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Chthonomonadales;N;N;E;Environmental;Soil;Environmental order;;;;;
;Chthonomonas;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Chujaibacter;N;N;E;Environmental;Soil, Freshwater;Environmental isolate;;;;;
;Chungangia;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Ciceribacter;N;N;E;Environmental;Soil, rhizosphere;Plant-associated bacterium;;;;;
;Citreicella;N;N;E;Environmental;Marine;Environmental bacterium;;;;;
;Citreitalea;N;N;E;Environmental;Marine;Environmental bacterium;;;;;
;Citricoccus;N;N;E;Environmental;Soil, Marine;Environmental bacterium;;;;;
;Citrifermentans;N;N;W;Anthropogenic;Anaerobic sludge;Environmental, wastewater;;;;;
;Citrobacter;P;2;O;Ubiquitous;Soil, Water, Gut, Clinical;Opportunistic pathogen, WWTP;;;;;
;Citrobacter freundii;P;2;W;Anthropogenic;Human, Animal Gut, soil;Opportunistic pathogen;;;;;
G;Cloacibacillus;PP;1;W;Anthropogenic;Wastewater, Gut;Anaerobic, host, WWTP;;;;;
;Cloacibacterium;N;N;W;Anthropogenic;Wastewater, Gut;Anaerobic, host, WWTP;;;;;
S;Cloacibacterium normanense;N;1;W;Anthropogenic;Wastewater;WWTP isolate;;;;;
;Cloacimonadaceae LNR A2-18;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Cloacimonadales;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Cloacimonadales GZKB75;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Cloacimonadales LK-44f;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Cloacimonadales MSBL8;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Cloacimonadales NK-L14;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Cloacimonadales PBS-18;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Cloacimonadales W27;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Cloacimonadia MSBL2;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Clostridia;P;2;O;Ubiquitous;Soil, Gut, Anaerobic environment;Many species in environment, gut;;;;;
;Clostridia MAT-CR-H4-C10;N;N;O;Ubiquitous;Anaerobic sludge;Environmental, anthropogenic;;;;;
;Clostridia UCG-014;P;2;O;Ubiquitous;Gut, Anaerobic soil;Environmental, host-associated;;;;;
;Clostridia vadinBB60 group;P;2;O;Ubiquitous;Anaerobic sediment;Environmental, anthropogenic;;;;;
F;Clostridiaceae;PP;N;O;Ubiquitous;Gut, soil, Sediment;Many species host-associated or environmental;;;;;
O;Clostridiales;PP;N;O;Ubiquitous;Gut, soil, Sediment;Order containing environmental, gut species;;;;;
G;Clostridiisalibacter;PP;1;O;Ubiquitous;Gut, Anaerobic sludge;Environmental, anthropogenic;;;;;
G;Clostridioides;PP;N;W;Anthropogenic;Human, Animal gut;Pathogenic species like C. difficile;;;;;
;Clostridium;P;2;O;Ubiquitous;Soil, Gut, Sediment;Many environmental, host-associated species;;;;;
;Clostridium innocuum group;P;2;W;Anthropogenic;Gut;Opportunistic pathogen;;;;;
;Clostridium methylpentosum group;P;2;O;Ubiquitous;Gut, soil;Environmental, gut species;;;;;
;Clostridium sensu stricto 1;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 10;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 11;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 12;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 13;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 14;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 15;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 16;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 17;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 18;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 19;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 2;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 3;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 4;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 5;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 6;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 7;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 8;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Clostridium sensu stricto 9;P;2;O;Ubiquitous;Gut, soil;Environmental, host-associated;;;;;
;Cnuella;N;N;E;Environmental;Soil;Soil-associated genus;;;;;
;Cobetia;N;N;E;Environmental;Marine;Marine environments, saltwater;;;;;
;Cocleimonas;N;N;E;Environmental;Freshwater;Freshwater habitats;;;;;
;Coenonia;P;2;E;Environmental;Marine, Fish;Marine, fish-associated;;;;;
;Cognatishimia;N;N;E;Environmental;Marine;Marine environments;;;;;
